Name,ID
Gun Range,52e81612bcbc57f1066b7a11
Harbor / Marina,4bf58dd8d48988d1e0941735
Hill,5bae9231bedf3950379f89cd
Hot Spring,4bf58dd8d48988d160941735
Indoor Play Area,5744ccdfe4b0c0459246b4b5
Island,50aaa4314b90af0d42d5de10
Lake,4bf58dd8d48988d161941735
Lighthouse,4bf58dd8d48988d15d941735
Mountain Hut,55a5a1ebe4b013909087cb77
Mountain,4eb1d4d54b900d56c88a45fc
National Park,52e81612bcbc57f1066b7a21
Nature Preserve,52e81612bcbc57f1066b7a13
Other Great Outdoors,4bf58dd8d48988d162941735
Palace,52e81612bcbc57f1066b7a14
Park,4bf58dd8d48988d163941735
Pedestrian Plaza,52e81612bcbc57f1066b7a25
Playground,4bf58dd8d48988d1e7941735
Plaza,4bf58dd8d48988d164941735
Pool,4bf58dd8d48988d15e941735
Rafting,52e81612bcbc57f1066b7a29
Recreation Center,52e81612bcbc57f1066b7a26
Reservoir,56aa371be4b08b9a8d573541
River,4eb1d4dd4b900d56c88a45fd
Rock Climbing Spot,50328a4b91d4c4b30a586d6b
Roof Deck,4bf58dd8d48988d133951735
Scenic Lookout,4bf58dd8d48988d165941735
Sculpture Garden,4bf58dd8d48988d166941735
Ski Area,4bf58dd8d48988d1e9941735
Apres Ski Bar,4bf58dd8d48988d1ea941735
Ski Chairlift,4eb1c0ed3b7b52c0e1adc2ea
Ski Chalet,4bf58dd8d48988d1ec941735
Ski Lodge,4bf58dd8d48988d1eb941735
Ski Trail,4eb1c0f63b7b52c0e1adc2eb
Skydiving Drop Zone,58daa1558bbb0b01f18ec1b9
Stables,4eb1baf03b7b2c5b1d4306ca
State / Provincial Park,5bae9231bedf3950379f89d0
States & Municipalities,530e33ccbcbc57f1066bbfe4
City,50aa9e094b90af0d42d5de0d
County,5345731ebcbc57f1066c39b2
Country,530e33ccbcbc57f1066bbff7
Neighborhood,4f2a25ac4b909258e854f55f
State,530e33ccbcbc57f1066bbff8
Town,530e33ccbcbc57f1066bbff3
Village,530e33ccbcbc57f1066bbff9
Summer Camp,52e81612bcbc57f1066b7a10
Trail,4bf58dd8d48988d159941735
Tree,52e81612bcbc57f1066b7a24
Vineyard,4bf58dd8d48988d1de941735
Volcano,5032848691d4c4b30a586d61
Waterfall,56aa371be4b08b9a8d573560
Waterfront,56aa371be4b08b9a8d5734c3
Well,4fbc1be21983fc883593e321
Windmill,5bae9231bedf3950379f89c7
Professional & Other Places,4d4b7105d754a06375d81259
Animal Shelter,4e52d2d203646f7c19daa8ae
Art Studio,58daa1558bbb0b01f18ec1d6
Auditorium,4bf58dd8d48988d173941735
Ballroom,56aa371be4b08b9a8d5734cf
Building,4bf58dd8d48988d130941735
Business Center,56aa371be4b08b9a8d573517
Cidery,5e189fd6eee47d000759bbfd
Club House,52e81612bcbc57f1066b7a35
Community Center,52e81612bcbc57f1066b7a34
Convention Center,4bf58dd8d48988d1ff931735
Meeting Room,4bf58dd8d48988d100941735
Cultural Center,52e81612bcbc57f1066b7a32
Distillery,4e0e22f5a56208c4ea9a85a0
Distribution Center,52e81612bcbc57f1066b7a37
Event Space,4bf58dd8d48988d171941735
Outdoor Event Space,56aa371be4b08b9a8d57356a
Factory,4eb1bea83b7b6f98df247e06
Fair,4eb1daf44b900d56c88a4600
Funeral Home,4f4534884b9074f6e4fb0174
Government Building,4bf58dd8d48988d126941735
Capitol Building,4bf58dd8d48988d12a941735
City Hall,4bf58dd8d48988d129941735
Courthouse,4bf58dd8d48988d12b941735
Embassy / Consulate,4bf58dd8d48988d12c951735
Fire Station,4bf58dd8d48988d12c941735
Monument / Landmark,4bf58dd8d48988d12d941735
Police Station,4bf58dd8d48988d12e941735
Town Hall,52e81612bcbc57f1066b7a38
Industrial Estate,56aa371be4b08b9a8d5734d7
Laboratory,5744ccdfe4b0c0459246b4d6
Library,4bf58dd8d48988d12f941735
Meadery,5e189d71eee47d000759b7e2
Medical Center,4bf58dd8d48988d104941735
Acupuncturist,52e81612bcbc57f1066b7a3b
Alternative Healer,52e81612bcbc57f1066b7a3c
Chiropractor,52e81612bcbc57f1066b7a3a
Dentist's Office,4bf58dd8d48988d178941735
Doctor's Office,4bf58dd8d48988d177941735
Emergency Room,4bf58dd8d48988d194941735
Eye Doctor,522e32fae4b09b556e370f19
Hospital,4bf58dd8d48988d196941735
Hospital Ward,58daa1558bbb0b01f18ec1f7
Maternity Clinic,56aa371be4b08b9a8d5734ff
Medical Lab,4f4531b14b9074f6e4fb0103
Mental Health Office,52e81612bcbc57f1066b7a39
Nutritionist,58daa1558bbb0b01f18ec1d0
Physical Therapist,5744ccdfe4b0c0459246b4af
Rehab Center,56aa371be4b08b9a8d57351d
Urgent Care Center,56aa371be4b08b9a8d573526
Veterinarian,4d954af4a243a5684765b473
Military Base,4e52adeebd41615f56317744
Non-Profit,50328a8e91d4c4b30a586d6c
Observatory,5744ccdfe4b0c0459246b4d9
Office,4bf58dd8d48988d124941735
Advertising Agency,52e81612bcbc57f1066b7a3d
Campaign Office,5032764e91d4c4b30a586d5a
Conference Room,4bf58dd8d48988d127941735
Corporate Amenity,5665ef1d498ec706735f0e59
Corporate Cafeteria,54f4ba06498e2cf5561da814
Corporate Coffee Shop,5665c7b9498e7d8a4f2c0f06
Coworking Space,4bf58dd8d48988d174941735
Tech Startup,4bf58dd8d48988d125941735
Parking,4c38df4de52ce0d596b336e1
Post Office,4bf58dd8d48988d172941735
Power Plant,58daa1548bbb0b01f18ec1a9
Prison,5310b8e5bcbc57f1066bcbf1
Radio Station,5032856091d4c4b30a586d63
Recruiting Agency,52f2ab2ebcbc57f1066b8b57
Research Station,58daa1558bbb0b01f18ec1b2
School,4bf58dd8d48988d13b941735
Adult Education Center,56aa371ce4b08b9a8d573570
Circus School,52e81612bcbc57f1066b7a43
Cooking School,58daa1558bbb0b01f18ec200
Driving School,52e81612bcbc57f1066b7a42
Elementary School,4f4533804b9074f6e4fb0105
Flight School,52e81612bcbc57f1066b7a49
High School,4bf58dd8d48988d13d941735
Language School,52e81612bcbc57f1066b7a48
Middle School,4f4533814b9074f6e4fb0106
Music School,4f04b10d2fb6e1c99f3db0be
Nursery School,4f4533814b9074f6e4fb0107
Preschool,52e81612bcbc57f1066b7a45
Private School,52e81612bcbc57f1066b7a46
Religious School,52e81612bcbc57f1066b7a47
Swim School,52e81612bcbc57f1066b7a44
Social Club,52e81612bcbc57f1066b7a33
Spiritual Center,4bf58dd8d48988d131941735
Buddhist Temple,52e81612bcbc57f1066b7a3e
Cemevi,58daa1558bbb0b01f18ec1eb
Church,4bf58dd8d48988d132941735
Confucian Temple,56aa371be4b08b9a8d5734fc
Hindu Temple,52e81612bcbc57f1066b7a3f
Kingdom Hall,5744ccdfe4b0c0459246b4ac
Monastery,52e81612bcbc57f1066b7a40
Mosque,4bf58dd8d48988d138941735
Prayer Room,52e81612bcbc57f1066b7a41
Shrine,4eb1d80a4b900d56c88a45ff
Sikh Temple,5bae9231bedf3950379f89c9
Synagogue,4bf58dd8d48988d139941735
Temple,4bf58dd8d48988d13a941735
Terreiro,56aa371be4b08b9a8d5734f6
TV Station,52e81612bcbc57f1066b7a31
Voting Booth,4cae28ecbf23941eb1190695
Warehouse,52e81612bcbc57f1066b7a36
Waste Facility,58daa1558bbb0b01f18ec1ac
Wedding Hall,56aa371be4b08b9a8d5734c5
Winery,4bf58dd8d48988d14b941735
Residence,4e67e38e036454776db1fb3a
Assisted Living,5032891291d4c4b30a586d68
Home (private),4bf58dd8d48988d103941735
Housing Development,4f2a210c4b9023bd5841ed28
Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Trailer Park,52f2ab2ebcbc57f1066b8b55
Shop & Service,4d4b7105d754a06378d81259
ATM,52f2ab2ebcbc57f1066b8b56
Adult Boutique,5267e446e4b0ec79466e48c4
Antique Shop,4bf58dd8d48988d116951735
Arts & Crafts Store,4bf58dd8d48988d127951735
Astrologer,52f2ab2ebcbc57f1066b8b43
Auto Dealership,4eb1c1623b7b52c0e1adc2ec
Auto Garage,52f2ab2ebcbc57f1066b8b44
Auto Workshop,56aa371be4b08b9a8d5734d3
Automotive Shop,4bf58dd8d48988d124951735
Baby Store,52f2ab2ebcbc57f1066b8b32
Bank,4bf58dd8d48988d10a951735
Bath House,52e81612bcbc57f1066b7a27
Batik Shop,56aa371be4b08b9a8d5734cb
Betting Shop,52f2ab2ebcbc57f1066b8b40
Big Box Store,52f2ab2ebcbc57f1066b8b42
Bike Shop,4bf58dd8d48988d115951735
Board Shop,4bf58dd8d48988d1f1941735
Bookstore,4bf58dd8d48988d114951735
Bridal Shop,4bf58dd8d48988d11a951735
Business Service,5453de49498eade8af355881
Camera Store,4eb1bdf03b7b55596b4a7491
Candy Store,4bf58dd8d48988d117951735
Car Wash,4f04ae1f2fb6e1c99f3db0ba
Carpet Store,52f2ab2ebcbc57f1066b8b2a
Check Cashing Service,52f2ab2ebcbc57f1066b8b2d
Child Care Service,5744ccdfe4b0c0459246b4c7
Daycare,4f4532974b9074f6e4fb0104
Chocolate Shop,52f2ab2ebcbc57f1066b8b31
Clothing Store,4bf58dd8d48988d103951735
Accessories Store,4bf58dd8d48988d102951735
Boutique,4bf58dd8d48988d104951735
Kids Store,4bf58dd8d48988d105951735
Lingerie Store,4bf58dd8d48988d109951735
Men's Store,4bf58dd8d48988d106951735
Shoe Store,4bf58dd8d48988d107951735
Women's Store,4bf58dd8d48988d108951735
Comic Shop,52f2ab2ebcbc57f1066b8b18
Construction & Landscaping,5454144b498ec1f095bff2f2
Convenience Store,4d954b0ea243a5684a65b473
Cosmetics Shop,4bf58dd8d48988d10c951735
Costume Shop,52f2ab2ebcbc57f1066b8b17
Credit Union,5032850891d4c4b30a586d62
Currency Exchange,5744ccdfe4b0c0459246b4be
Department Store,4bf58dd8d48988d1f6941735
Design Studio,4bf58dd8d48988d1f4941735
Discount Store,52dea92d3cf9994f4e043dbb
Dive Shop,52f2ab2ebcbc57f1066b8b1a
Drugstore,5745c2e4498e11e7bccabdbd
Dry Cleaner,52f2ab2ebcbc57f1066b8b1d
EV Charging Station,5032872391d4c4b30a586d64
Electronics Store,4bf58dd8d48988d122951735
Entertainment Service,56aa371be4b08b9a8d573554
Event Service,5454152e498ef71e2b9132c6
Fabric Shop,52f2ab2ebcbc57f1066b8b26
Film Studio,56aa371be4b08b9a8d573523
Financial or Legal Service,503287a291d4c4b30a586d65
Fireworks Store,52f2ab2ebcbc57f1066b8b3a
Fishing Store,52f2ab2ebcbc57f1066b8b16
Flea Market,4bf58dd8d48988d1f7941735
Floating Market,56aa371be4b08b9a8d573505
Flower Shop,4bf58dd8d48988d11b951735
Food & Drink Shop,4bf58dd8d48988d1f9941735
Beer Store,5370f356bcbc57f1066c94c2
Butcher,4bf58dd8d48988d11d951735
Cheese Shop,4bf58dd8d48988d11e951735
Coffee Roaster,5e18993feee47d000759b256
Dairy Store,58daa1558bbb0b01f18ec1ca
Farmers Market,4bf58dd8d48988d1fa941735
Fish Market,4bf58dd8d48988d10e951735
Food Service,56aa371be4b08b9a8d573550
Gourmet Shop,4bf58dd8d48988d1f5941735
Grocery Store,4bf58dd8d48988d118951735
Health Food Store,50aa9e744b90af0d42d5de0e
Kuruyemişçi,58daa1558bbb0b01f18ec1e8
Liquor Store,4bf58dd8d48988d186941735
Organic Grocery,52f2ab2ebcbc57f1066b8b45
Sausage Shop,56aa371be4b08b9a8d573564
Street Food Gathering,53e0feef498e5aac066fd8a9
Supermarket,52f2ab2ebcbc57f1066b8b46
Turşucu,58daa1558bbb0b01f18ec1e5
Wine Shop,4bf58dd8d48988d119951735
Frame Store,52f2ab2ebcbc57f1066b8b24
Fruit & Vegetable Store,52f2ab2ebcbc57f1066b8b1c
Furniture / Home Store,4bf58dd8d48988d1f8941735
Lighting Store,55888a5a498e782e3303b43a
Gaming Cafe,4bf58dd8d48988d18d941735
Garden Center,4eb1c0253b7b52c0e1adc2e9
Gas Station,4bf58dd8d48988d113951735
Gift Shop,4bf58dd8d48988d128951735
Gun Shop,52f2ab2ebcbc57f1066b8b19
Hardware Store,4bf58dd8d48988d112951735
Health & Beauty Service,54541900498ea6ccd0202697
Herbs & Spices Store,52f2ab2ebcbc57f1066b8b2c
Hobby Shop,4bf58dd8d48988d1fb941735
Home Service,545419b1498ea6ccd0202f58
Hunting Supply,50aaa5234b90af0d42d5de12
IT Services,52f2ab2ebcbc57f1066b8b36
Insurance Office,58daa1558bbb0b01f18ec1f1
Internet Cafe,4bf58dd8d48988d1f0941735
Jewelry Store,4bf58dd8d48988d111951735
Kitchen Supply Store,58daa1558bbb0b01f18ec1b4
Knitting Store,52f2ab2ebcbc57f1066b8b25
Laundromat,52f2ab2ebcbc57f1066b8b33
Laundry Service,4bf58dd8d48988d1fc941735
Lawyer,52f2ab2ebcbc57f1066b8b3f
Leather Goods Store,52f2ab2ebcbc57f1066b8b2b
Locksmith,52f2ab2ebcbc57f1066b8b1e
Lottery Retailer,52f2ab2ebcbc57f1066b8b38
Luggage Store,52f2ab2ebcbc57f1066b8b29
Marijuana Dispensary,52c71aaf3cf9994f4e043d17
Market,50be8ee891d4fa8dcc7199a7
Massage Studio,52f2ab2ebcbc57f1066b8b3c
Mattress Store,52f2ab2ebcbc57f1066b8b27
Medical Supply Store,58daa1558bbb0b01f18ec206
Miscellaneous Shop,4bf58dd8d48988d1ff941735
Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc
Mobility Store,56aa371be4b08b9a8d57354a
Motorcycle Shop,5032833091d4c4b30a586d60
Motorsports Shop,59d79d6b2e268052fa2a3332
Music Store,4bf58dd8d48988d1fe941735
Nail Salon,4f04aa0c2fb6e1c99f3db0b8
Newsstand,4f04ad622fb6e1c99f3db0b9
Notary,5ae95d208a6f17002ce792b2
Optical Shop,4d954afda243a5684865b473
Other Repair Shop,52f2ab2ebcbc57f1066b8b2f
Outdoor Supply Store,52f2ab2ebcbc57f1066b8b22
Outlet Mall,5744ccdfe4b0c0459246b4df
Outlet Store,52f2ab2ebcbc57f1066b8b35
Paper / Office Supplies Store,4bf58dd8d48988d121951735
Pawn Shop,52f2ab2ebcbc57f1066b8b34
Perfume Shop,52f2ab2ebcbc57f1066b8b23
Pet Service,5032897c91d4c4b30a586d69
Pet Store,4bf58dd8d48988d100951735
Pharmacy,4bf58dd8d48988d10f951735
Photography Lab,4eb1bdde3b7b55596b4a7490
Photography Studio,554a5e17498efabeda6cc559
Piercing Parlor,52f2ab2ebcbc57f1066b8b20
Pop-Up Shop,52f2ab2ebcbc57f1066b8b3d
Print Shop,52f2ab2ebcbc57f1066b8b28
Public Bathroom,5744ccdfe4b0c0459246b4c4
Real Estate Office,5032885091d4c4b30a586d66
Record Shop,4bf58dd8d48988d10d951735
Recording Studio,52f2ab2ebcbc57f1066b8b37
Recycling Facility,4f4531084b9074f6e4fb0101
Rental Service,56aa371be4b08b9a8d573552
Salon / Barbershop,4bf58dd8d48988d110951735
Sauna / Steam Room,58daa1558bbb0b01f18ec1ae
Shipping Store,52f2ab2ebcbc57f1066b8b1f
Shoe Repair,52f2ab2ebcbc57f1066b8b39
Shopping Mall,4bf58dd8d48988d1fd941735
Shopping Plaza,5744ccdfe4b0c0459246b4dc
Skate Shop,5bae9231bedf3950379f89d2
Ski Shop,56aa371be4b08b9a8d573566
Smoke Shop,4bf58dd8d48988d123951735
Smoothie Shop,52f2ab2ebcbc57f1066b8b41
Souvenir Shop,52f2ab2ebcbc57f1066b8b1b
Spa,4bf58dd8d48988d1ed941735
Sporting Goods Shop,4bf58dd8d48988d1f2941735
Stationery Store,52f2ab2ebcbc57f1066b8b21
Storage Facility,4f04b1572fb6e1c99f3db0bf
Supplement Shop,5744ccdfe4b0c0459246b4cd
Tailor Shop,5032781d91d4c4b30a586d5b
Tanning Salon,4d1cf8421a97d635ce361c31
Tattoo Parlor,4bf58dd8d48988d1de931735
Thrift / Vintage Store,4bf58dd8d48988d101951735
Toy / Game Store,4bf58dd8d48988d1f3941735
Travel Agency,4f04b08c2fb6e1c99f3db0bd
Used Bookstore,52f2ab2ebcbc57f1066b8b30
Vape Store,56aa371be4b08b9a8d57355c
Video Game Store,4bf58dd8d48988d10b951735
Video Store,4bf58dd8d48988d126951735
Warehouse Store,52e816a6bcbc57f1066b7a54
Watch Shop,52f2ab2ebcbc57f1066b8b2e
Travel & Transport,4d4b7105d754a06379d81259
Airport,4bf58dd8d48988d1ed931735
Airport Food Court,4bf58dd8d48988d1ef931735
Airport Gate,4bf58dd8d48988d1f0931735
Airport Lounge,4eb1bc533b7b2c5b1d4306cb
Airport Service,56aa371be4b08b9a8d57352f
Airport Terminal,4bf58dd8d48988d1eb931735
Airport Tram,4bf58dd8d48988d1ec931735
Baggage Claim,5744ccdfe4b0c0459246b4e5
Plane,4bf58dd8d48988d1f7931735
Baggage Locker,5744ccdfe4b0c0459246b4e8
Bike Rental / Bike Share,4e4c9077bd41f78e849722f9
Boat Rental,5744ccdfe4b0c0459246b4c1
Boat or Ferry,4bf58dd8d48988d12d951735
Border Crossing,52f2ab2ebcbc57f1066b8b4b
Bus Station,4bf58dd8d48988d1fe931735
Bus Line,4bf58dd8d48988d12b951735
Bus Stop,52f2ab2ebcbc57f1066b8b4f
Cable Car,52f2ab2ebcbc57f1066b8b50
Cruise,55077a22498e5e9248869ba2
Duty-free Shop,589ddde98ae3635c072819ee
General Travel,4bf58dd8d48988d1f6931735
Heliport,56aa371ce4b08b9a8d57356e
Hotel,4bf58dd8d48988d1fa931735
Bed & Breakfast,4bf58dd8d48988d1f8931735
Boarding House,4f4530a74b9074f6e4fb0100
Hostel,4bf58dd8d48988d1ee931735
Hotel Pool,4bf58dd8d48988d132951735
Inn,5bae9231bedf3950379f89cb
Motel,4bf58dd8d48988d1fb931735
Resort,4bf58dd8d48988d12f951735
Vacation Rental,56aa371be4b08b9a8d5734e1
Intersection,52f2ab2ebcbc57f1066b8b4c
Light Rail Station,4bf58dd8d48988d1fc931735
Metro Station,4bf58dd8d48988d1fd931735
Moving Target,4f2a23984b9023bd5841ed2c
Pier,4e74f6cabd41c4836eac4c31
Port,56aa371be4b08b9a8d57353e
RV Park,52f2ab2ebcbc57f1066b8b53
Rental Car Location,4bf58dd8d48988d1ef941735
Rest Area,4d954b16a243a5684b65b473
Road,4bf58dd8d48988d1f9931735
Taxi Stand,53fca564498e1a175f32528b
Taxi,4bf58dd8d48988d130951735
Toll Booth,52f2ab2ebcbc57f1066b8b4d
Toll Plaza,52f2ab2ebcbc57f1066b8b4e
Tourist Information Center,4f4530164b9074f6e4fb00ff
Train Station,4bf58dd8d48988d129951735
Platform,4f4531504b9074f6e4fb0102
Train,4bf58dd8d48988d12a951735
Tram Station,52f2ab2ebcbc57f1066b8b51
Transportation Service,54541b70498ea6ccd0204bff
Travel Lounge,4f04b25d2fb6e1c99f3db0c0
Tunnel,52f2ab2ebcbc57f1066b8b4a
